RealTimestamp,ElapsedSeconds,TopLeft(kg),TopRight(kg),BottomLeft(kg),BottomRight(kg),TotalWeight(kg),CoPX(cm),CoPY(cm)
30:29.4,14.517,9.35,10.75,24.39,24.08,79.4,0.08,-0.31
30:29.4,14.527,9.35,10.75,24.39,24.08,79.4,0.08,-0.31
30:29.4,14.537,9.38,10.78,24.39,23.87,79.25,0.02,-0.34
30:29.4,14.547,9.38,10.78,24.39,23.87,79.25,0.02,-0.34
30:29.5,14.557,9.35,10.74,24.36,23.98,79.26,0.06,-0.32
30:29.5,14.566,9.39,10.72,24.32,23.9,79.16,0.03,-0.34
30:29.5,14.578,9.39,10.72,24.32,23.9,79.16,0.03,-0.34
30:29.5,14.588,9.46,10.78,24.32,23.88,79.27,0.02,-0.37
30:29.5,14.598,9.45,10.82,24.33,23.96,79.39,0.05,-0.37
30:29.5,14.608,9.45,10.82,24.33,23.96,79.39,0.05,-0.37
30:29.5,14.627,9.53,10.87,24.28,23.91,79.41,0.05,-0.41
30:29.5,14.628,9.55,10.87,24.41,23.93,79.58,0.01,-0.4
30:29.5,14.638,9.55,10.86,24.41,23.93,79.57,0,-0.4
30:29.5,14.648,9.57,10.92,24.32,23.97,79.6,0.05,-0.42
30:29.6,14.668,9.57,10.92,24.32,23.97,79.6,0.05,-0.42
30:29.6,14.67,9.58,10.9,24.29,23.87,79.46,0.02,-0.43
30:29.6,14.68,9.59,10.92,24.23,23.86,79.42,0.04,-0.45
30:29.6,14.689,9.59,10.92,24.23,23.86,79.42,0.04,-0.45
30:29.6,14.699,9.65,10.93,24.28,23.79,79.47,-0.01,-0.47
30:29.6,14.709,9.65,10.93,24.09,23.79,79.28,0.05,-0.49
30:29.6,14.719,9.67,10.9,24.09,23.8,79.28,0.04,-0.48
30:29.6,14.73,9.65,10.95,24.22,23.75,79.39,0,-0.48
30:29.6,14.74,9.65,10.95,24.22,23.75,79.39,0,-0.48
30:29.6,14.75,9.69,10.93,24.12,23.72,79.28,0.01,-0.5
30:29.7,14.759,9.73,10.97,24.13,23.72,79.37,0,-0.52
30:29.7,14.774,9.73,10.97,24.13,23.72,79.37,0,-0.52
30:29.7,14.785,9.77,10.99,24.25,23.7,79.53,-0.05,-0.52
30:29.7,14.791,9.77,10.99,24.25,23.7,79.53,-0.05,-0.52
30:29.7,14.8,9.77,10.98,24.3,23.64,79.51,-0.08,-0.52
30:29.7,14.815,9.78,10.94,24.21,23.61,79.36,-0.08,-0.53
30:29.7,14.82,9.78,10.94,24.21,23.61,79.36,-0.08,-0.53
30:29.7,14.831,9.76,10.9,24.29,23.6,79.37,-0.11,-0.5
30:29.7,14.845,9.81,11,24.15,23.53,79.31,-0.07,-0.56
30:29.7,14.853,9.81,11,24.15,23.53,79.31,-0.07,-0.56
30:29.8,14.862,9.79,10.96,24.25,23.58,79.4,-0.1,-0.53
30:29.8,14.872,9.81,10.96,24.29,23.59,79.47,-0.11,-0.53
30:29.8,14.881,9.81,10.96,24.29,23.59,79.47,-0.11,-0.53
30:29.8,14.899,9.86,10.98,24.37,23.56,79.59,-0.15,-0.54
30:29.8,14.909,9.86,10.98,24.37,23.56,79.59,-0.15,-0.54
30:29.8,14.919,9.78,10.97,24.33,23.51,79.41,-0.14,-0.53
30:29.8,14.927,9.78,10.9,24.38,23.59,79.47,-0.15,-0.5
30:29.8,14.937,9.78,10.9,24.38,23.59,79.47,-0.15,-0.5
30:29.8,14.942,9.74,10.91,24.36,23.54,79.37,-0.14,-0.5
30:29.8,14.952,9.76,10.93,24.34,23.58,79.43,-0.12,-0.51
30:29.9,14.962,9.76,10.93,24.34,23.58,79.43,-0.12,-0.51
30:29.9,14.981,9.71,10.86,24.44,23.61,79.44,-0.15,-0.47
30:29.9,14.982,9.71,10.86,24.44,23.61,79.44,-0.15,-0.47
30:29.9,14.993,9.68,10.82,24.44,23.61,79.38,-0.15,-0.45
30:29.9,15.003,9.68,10.79,24.51,23.71,79.51,-0.16,-0.42
30:29.9,15.022,9.68,10.79,24.51,23.71,79.51,-0.16,-0.42
30:29.9,15.023,9.68,10.84,24.53,23.61,79.49,-0.18,-0.44
30:29.9,15.033,9.66,10.76,24.6,23.68,79.53,-0.19,-0.41
30:29.9,15.043,9.66,10.76,24.6,23.68,79.53,-0.19,-0.41
30:29.9,15.053,9.6,10.72,24.59,23.58,79.32,-0.22,-0.39
30:30.0,15.063,9.6,10.72,24.59,23.58,79.32,-0.22,-0.39
30:30.0,15.073,9.57,10.7,24.52,23.52,79.14,-0.21,-0.39
30:30.0,15.083,9.55,10.65,24.53,23.66,79.22,-0.18,-0.36
30:30.0,15.098,9.55,10.65,24.53,23.66,79.22,-0.18,-0.36
30:30.0,15.104,9.52,10.58,24.57,23.64,79.14,-0.21,-0.33
30:30.0,15.115,9.52,10.65,24.65,23.7,79.35,-0.19,-0.34
30:30.0,15.124,9.52,10.65,24.65,23.7,79.35,-0.19,-0.34
30:30.0,15.134,9.47,10.57,24.7,23.8,79.37,-0.19,-0.29
30:30.0,15.144,9.47,10.57,24.7,23.8,79.37,-0.19,-0.29
30:30.0,15.154,9.51,10.63,24.72,23.81,79.5,-0.19,-0.31
30:30.1,15.164,9.44,10.56,24.76,23.91,79.5,-0.17,-0.26
30:30.1,15.174,9.44,10.56,24.76,23.91,79.5,-0.17,-0.26
30:30.1,15.187,9.44,10.63,24.82,23.94,79.66,-0.16,-0.27
30:30.1,15.196,9.41,10.59,24.77,23.93,79.53,-0.15,-0.26
30:30.1,15.206,9.41,10.59,24.77,23.93,79.53,-0.15,-0.26
30:30.1,15.217,9.36,10.59,24.74,23.86,79.38,-0.14,-0.26
30:30.1,15.226,9.36,10.59,24.74,23.86,79.38,-0.14,-0.26
30:30.1,15.236,9.35,10.54,24.71,23.78,79.2,-0.17,-0.25
30:30.1,15.246,9.32,10.53,24.72,23.82,79.21,-0.15,-0.24
30:30.1,15.255,9.32,10.53,24.72,23.82,79.21,-0.15,-0.24
30:30.2,15.266,9.31,10.61,24.78,23.78,79.3,-0.16,-0.25
30:30.2,15.276,9.33,10.54,24.76,23.9,79.35,-0.14,-0.23
30:30.2,15.294,9.33,10.54,24.76,23.9,79.35,-0.14,-0.23
30:30.2,15.298,9.4,10.56,24.82,23.91,79.52,-0.17,-0.25
30:30.2,15.31,9.4,10.56,24.82,23.91,79.52,-0.17,-0.25
30:30.2,15.317,9.34,10.57,24.82,23.93,79.48,-0.14,-0.23
30:30.2,15.327,9.33,10.57,24.82,23.99,79.53,-0.12,-0.22
30:30.2,15.337,9.33,10.57,24.82,23.99,79.53,-0.12,-0.22
30:30.2,15.346,9.35,10.66,24.87,23.95,79.66,-0.13,-0.25
30:30.3,15.367,9.31,10.62,24.81,23.89,79.45,-0.13,-0.24
30:30.3,15.368,9.31,10.62,24.81,23.89,79.45,-0.13,-0.24
30:30.3,15.378,9.27,10.56,24.75,23.92,79.32,-0.11,-0.22
30:30.3,15.389,9.27,10.56,24.75,23.92,79.32,-0.11,-0.22
30:30.3,15.398,9.33,10.53,24.72,23.84,79.24,-0.15,-0.24
30:30.3,15.41,9.25,10.52,24.75,23.96,79.3,-0.1,-0.2
30:30.3,15.418,9.25,10.52,24.75,23.96,79.3,-0.1,-0.2
30:30.3,15.429,9.25,10.54,24.82,23.98,79.41,-0.11,-0.2
30:30.3,15.439,9.19,10.55,24.81,24.09,79.46,-0.05,-0.17
30:30.3,15.448,9.19,10.55,24.81,24.09,79.46,-0.05,-0.17
30:30.4,15.459,9.26,10.57,24.83,24.08,79.56,-0.08,-0.2
30:30.4,15.468,9.26,10.57,24.83,24.08,79.56,-0.08,-0.2
30:30.4,15.478,9.15,10.5,24.84,24.09,79.4,-0.07,-0.15
30:30.4,15.494,9.1,10.57,24.84,24.11,79.44,-0.02,-0.15
30:30.4,15.499,9.1,10.57,24.84,24.11,79.44,-0.02,-0.15
30:30.4,15.509,9.13,10.59,24.82,24.09,79.45,-0.03,-0.17
30:30.4,15.519,9.16,10.51,24.8,24.1,79.39,-0.05,-0.16
30:30.4,15.529,9.16,10.51,24.8,24.1,79.39,-0.05,-0.16
30:30.4,15.547,9.06,10.48,24.83,24.1,79.29,-0.04,-0.12
30:30.5,15.559,9.06,10.48,24.83,24.1,79.29,-0.04,-0.12
30:30.5,15.567,9.11,10.43,24.8,24.16,79.32,-0.04,-0.12
30:30.5,15.575,9.06,10.47,24.78,24.2,79.33,0,-0.11
30:30.5,15.581,9.06,10.47,24.78,24.2,79.33,0,-0.11
30:30.5,15.594,9.01,10.44,24.81,24.22,79.3,0.01,-0.09
30:30.5,15.6,8.95,10.48,24.77,24.28,79.31,0.07,-0.08
30:30.5,15.615,8.95,10.48,24.77,24.28,79.31,0.07,-0.08
30:30.5,15.625,9.01,10.43,24.82,24.33,79.42,0.04,-0.07
30:30.5,15.633,9.01,10.43,24.82,24.33,79.42,0.04,-0.07
30:30.5,15.642,8.92,10.38,24.85,24.4,79.38,0.06,-0.03
30:30.5,15.652,8.94,10.44,24.89,24.36,79.46,0.05,-0.05
30:30.6,15.662,8.94,10.44,24.89,24.36,79.46,0.05,-0.05
30:30.6,15.672,8.95,10.46,24.87,24.45,79.56,0.08,-0.05
30:30.6,15.683,8.93,10.44,24.84,24.46,79.5,0.1,-0.04
30:30.6,15.692,8.93,10.44,24.84,24.46,79.5,0.1,-0.04
30:30.6,15.702,8.95,10.39,24.88,24.44,79.49,0.06,-0.03
30:30.6,15.721,8.95,10.39,24.88,24.44,79.49,0.06,-0.03
30:30.6,15.729,8.85,10.37,24.85,24.43,79.34,0.09,-0.01
30:30.6,15.738,8.82,10.33,24.93,24.43,79.35,0.06,0.02
30:30.6,15.748,8.82,10.33,24.93,24.43,79.35,0.06,0.02
30:30.7,15.759,8.86,10.35,24.97,24.48,79.49,0.06,0.01
30:30.7,15.769,8.76,10.34,24.98,24.5,79.41,0.09,0.04
30:30.7,15.778,8.76,10.34,24.98,24.5,79.41,0.09,0.04
30:30.7,15.783,8.75,10.32,25.02,24.48,79.4,0.07,0.05
30:30.7,15.799,8.73,10.32,25.06,24.49,79.43,0.07,0.06
30:30.7,15.804,8.73,10.29,25.06,24.49,79.39,0.05,0.07
30:30.7,15.816,8.75,10.26,25.08,24.55,79.46,0.05,0.08
30:30.7,15.826,8.75,10.26,25.08,24.55,79.46,0.05,0.08
30:30.7,15.834,8.76,10.25,25.11,24.5,79.44,0.02,0.08
30:30.7,15.845,8.71,10.27,25.09,24.58,79.47,0.07,0.09
30:30.7,15.853,8.71,10.27,25.09,24.58,79.47,0.07,0.09
30:30.8,15.868,8.7,10.25,25.25,24.53,79.55,0,0.11
30:30.8,15.875,8.7,10.25,25.25,24.53,79.55,0,0.11
30:30.8,15.884,8.66,10.12,25.21,24.54,79.35,-0.01,0.15
30:30.8,15.895,8.61,10.13,25.25,24.6,79.41,0.02,0.17
30:30.8,15.905,8.61,10.13,25.25,24.6,79.41,0.02,0.17
30:30.8,15.915,8.64,10.11,25.28,24.57,79.42,-0.02,0.17
30:30.8,15.924,8.65,10.08,25.21,24.59,79.35,0,0.17
30:30.8,15.937,8.65,10.08,25.21,24.59,79.35,0,0.17
30:30.8,15.946,8.61,10.17,25.19,24.55,79.34,0.03,0.15
30:30.8,15.956,8.61,10.17,25.19,24.55,79.34,0.03,0.15
30:30.9,15.965,8.59,10.14,25.26,24.64,79.45,0.03,0.18
30:30.9,15.976,8.65,10.17,25.3,24.61,79.55,0,0.16
30:30.9,15.986,8.65,10.17,25.3,24.61,79.55,0,0.16
30:30.9,15.996,8.69,10.15,25.27,24.59,79.52,-0.01,0.15
30:30.9,16.015,8.69,10.1,25.22,24.57,79.4,-0.02,0.15
30:30.9,16.017,8.69,10.1,25.22,24.57,79.4,-0.02,0.15
30:30.9,16.027,8.73,10.17,25.29,24.47,79.48,-0.06,0.12
30:30.9,16.037,8.7,10.19,25.18,24.43,79.32,-0.02,0.11
30:30.9,16.047,8.7,10.19,25.18,24.43,79.32,-0.02,0.11
30:31.0,16.057,8.79,10.14,25.19,24.41,79.36,-0.08,0.1
30:31.0,16.075,8.79,10.14,25.19,24.41,79.36,-0.08,0.1
30:31.0,16.083,8.71,10.16,25.19,24.38,79.26,-0.05,0.11
30:31.0,16.094,8.78,10.13,25.22,24.36,79.31,-0.1,0.1
30:31.0,16.103,8.78,10.13,25.22,24.36,79.31,-0.1,0.1
30:31.0,16.112,8.74,10.12,25.14,24.39,79.21,-0.06,0.11
30:31.0,16.121,8.79,10.14,25.05,24.34,79.15,-0.05,0.08
30:31.0,16.13,8.79,10.14,25.05,24.34,79.15,-0.05,0.08
30:31.0,16.14,8.75,10.14,25.14,24.4,79.25,-0.05,0.11
30:31.0,16.15,8.75,10.14,25.14,24.4,79.25,-0.05,0.11
30:31.1,16.159,8.78,10.16,25.11,24.41,79.28,-0.04,0.09
30:31.1,16.169,8.84,10.2,25.17,24.58,79.62,-0.02,0.09
30:31.1,16.187,8.84,10.2,25.17,24.58,79.62,-0.02,0.09
30:31.1,16.197,8.83,10.22,25.16,24.48,79.52,-0.04,0.07
30:31.1,16.205,8.9,10.22,25.09,24.5,79.54,-0.03,0.05
30:31.1,16.213,8.9,10.22,25.09,24.5,79.54,-0.03,0.05
30:31.1,16.22,8.92,10.25,25.08,24.51,79.58,-0.02,0.04
30:31.1,16.231,8.92,10.25,25.08,24.51,79.58,-0.02,0.04
30:31.1,16.24,8.92,10.21,25.01,24.52,79.48,-0.01,0.04
30:31.1,16.255,8.91,10.25,25.06,24.37,79.42,-0.05,0.02
30:31.2,16.26,8.91,10.25,25.06,24.37,79.42,-0.05,0.02
30:31.2,16.27,8.95,10.29,24.93,24.35,79.36,-0.02,-0.01
30:31.2,16.285,8.94,10.25,25,24.4,79.42,-0.03,0.01
30:31.2,16.291,8.94,10.25,25,24.4,79.42,-0.03,0.01
30:31.2,16.3,8.92,10.24,25.03,24.41,79.43,-0.04,0.03
30:31.2,16.315,8.92,10.24,25.03,24.41,79.43,-0.04,0.03
30:31.2,16.321,8.95,10.2,24.99,24.48,79.44,-0.02,0.03
30:31.2,16.333,8.91,10.21,25.04,24.35,79.34,-0.06,0.03
30:31.2,16.346,8.91,10.21,25.04,24.35,79.34,-0.06,0.03
30:31.2,16.352,8.91,10.24,25.04,24.35,79.37,-0.06,0.02
30:31.3,16.362,8.95,10.24,25.07,24.41,79.5,-0.06,0.02
30:31.3,16.372,8.95,10.24,25.07,24.41,79.5,-0.06,0.02
30:31.3,16.382,8.98,10.21,25.09,24.37,79.48,-0.09,0.02
30:31.3,16.392,8.98,10.21,25.09,24.37,79.48,-0.09,0.02
30:31.3,16.402,8.86,10.16,25.09,24.39,79.33,-0.07,0.06
30:31.3,16.412,8.83,10.11,25.07,24.4,79.24,-0.06,0.08
30:31.3,16.427,8.83,10.11,25.07,24.4,79.24,-0.06,0.08
30:31.3,16.437,8.93,10.14,25.12,24.39,79.41,-0.1,0.06
30:31.3,16.446,8.89,10.14,25.23,24.38,79.47,-0.13,0.07
30:31.3,16.456,8.89,10.14,25.23,24.38,79.47,-0.13,0.07
30:31.4,16.465,8.81,10.11,25.28,24.46,79.49,-0.1,0.11
30:31.4,16.483,8.77,10.08,25.27,24.51,79.45,-0.08,0.14
30:31.4,16.485,8.77,10.08,25.27,24.51,79.45,-0.08,0.14
30:31.4,16.495,8.69,10.1,25.32,24.56,79.49,-0.05,0.16
30:31.4,16.512,8.69,10.1,25.32,24.56,79.49,-0.05,0.16
30:31.4,16.515,8.62,10.03,25.39,24.64,79.5,-0.05,0.21
30:31.4,16.526,8.63,10.03,25.42,24.54,79.44,-0.09,0.2
30:31.4,16.539,8.63,10.03,25.42,24.54,79.44,-0.09,0.2
30:31.4,16.546,8.59,10.06,25.42,24.52,79.41,-0.08,0.2
30:31.5,16.559,8.58,9.98,25.37,24.61,79.36,-0.05,0.23
30:31.5,16.567,8.58,9.98,25.37,24.61,79.36,-0.05,0.23
30:31.5,16.576,8.43,9.96,25.43,24.66,79.3,-0.02,0.28
30:31.5,16.587,8.43,9.96,25.43,24.66,79.3,-0.02,0.28
30:31.5,16.597,8.51,9.91,25.42,24.6,79.26,-0.07,0.27
30:31.5,16.607,8.44,9.96,25.46,24.6,79.29,-0.05,0.28
30:31.5,16.619,8.44,9.96,25.46,24.6,79.29,-0.05,0.28
30:31.5,16.627,8.45,9.97,25.44,24.64,79.32,-0.03,0.27
30:31.5,16.642,8.49,9.97,25.42,24.65,79.35,-0.03,0.26
30:31.5,16.648,8.49,9.97,25.42,24.65,79.35,-0.03,0.26
30:31.6,16.658,8.48,9.91,25.5,24.68,79.39,-0.06,0.29
30:31.6,16.668,8.48,9.91,25.5,24.68,79.39,-0.06,0.29
30:31.6,16.678,8.44,9.88,25.54,24.7,79.38,-0.07,0.31
30:31.6,16.688,8.37,9.93,25.61,24.78,79.51,-0.03,0.33
30:31.6,16.698,8.37,9.93,25.61,24.78,79.51,-0.03,0.33
30:31.6,16.708,8.44,9.87,25.58,24.84,79.55,-0.04,0.33
30:31.6,16.718,8.45,9.92,25.58,24.76,79.53,-0.05,0.31
30:31.6,16.728,8.45,9.92,25.58,24.76,79.53,-0.05,0.31
30:31.6,16.738,8.47,9.93,25.45,24.77,79.44,-0.01,0.29
30:31.6,16.753,8.49,9.92,25.46,24.75,79.44,-0.03,0.29
30:31.7,16.76,8.49,9.92,25.46,24.75,79.44,-0.03,0.29
30:31.7,16.769,8.41,9.92,25.46,24.8,79.41,0.01,0.31
30:31.7,16.78,8.41,9.92,25.46,24.8,79.41,0.01,0.31
30:31.7,16.79,8.48,9.91,25.39,24.8,79.4,0.01,0.29
30:31.7,16.808,8.46,9.91,25.38,24.75,79.32,0,0.29
30:31.7,16.81,8.46,9.91,25.38,24.75,79.32,0,0.29
30:31.7,16.82,8.52,9.92,25.31,24.72,79.29,0,0.26
30:31.7,16.839,8.51,9.95,25.27,24.75,79.3,0.03,0.26
30:31.7,16.847,8.51,9.95,25.27,24.75,79.3,0.03,0.26
30:31.8,16.857,8.53,9.95,25.25,24.75,79.3,0.03,0.25
30:31.8,16.867,8.53,9.95,25.25,24.75,79.3,0.03,0.25
30:31.8,16.876,8.59,9.91,25.3,24.72,79.34,-0.02,0.25
30:31.8,16.885,8.6,9.91,25.27,24.75,79.35,-0.01,0.25
30:31.8,16.893,8.6,9.91,25.27,24.75,79.35,-0.01,0.25
30:31.8,16.904,8.6,10.02,25.25,24.72,79.41,0.02,0.21
30:31.8,16.913,8.65,9.96,25.23,24.65,79.31,-0.03,0.21
30:31.8,16.922,8.65,9.96,25.23,24.65,79.31,-0.03,0.21
30:31.8,16.933,8.67,9.99,25.15,24.6,79.23,-0.01,0.18
30:31.8,16.942,8.67,9.99,25.15,24.6,79.23,-0.01,0.18
30:31.8,16.952,8.75,10.01,25.11,24.57,79.26,-0.03,0.15
30:31.9,16.967,8.76,10.07,25.25,24.6,79.5,-0.05,0.15
30:31.9,16.974,8.76,10.07,25.25,24.6,79.5,-0.05,0.15
30:31.9,16.983,8.79,10.06,25.14,24.49,79.31,-0.06,0.12
30:31.9,16.993,8.92,10.12,25.19,24.49,79.55,-0.1,0.08
30:31.9,17.003,8.92,10.12,25.19,24.49,79.55,-0.1,0.08
30:31.9,17.013,8.94,10.09,25.1,24.45,79.41,-0.1,0.07
30:31.9,17.023,8.94,10.09,25.1,24.45,79.41,-0.1,0.07
30:31.9,17.034,8.99,10.13,25.11,24.43,79.49,-0.11,0.05
30:31.9,17.043,9.03,10.21,25.04,24.39,79.49,-0.09,0.01
30:31.9,17.053,9.03,10.21,25.04,24.39,79.49,-0.09,0.01
30:32.0,17.068,9.02,10.14,25.11,24.41,79.51,-0.12,0.03
30:32.0,17.075,9.12,10.14,25.07,24.3,79.45,-0.17,-0.01
30:32.0,17.084,9.12,10.14,25.07,24.3,79.45,-0.17,-0.01
30:32.0,17.094,9.07,10.17,25.05,24.25,79.37,-0.16,-0.01
30:32.0,17.105,9.07,10.17,25.05,24.25,79.37,-0.16,-0.01
30:32.0,17.119,9.03,10.12,25.01,24.22,79.2,-0.16,0.01
30:32.0,17.124,9.1,10.09,25.04,24.16,79.21,-0.22,-0.01
30:32.0,17.14,9.1,10.09,25.04,24.16,79.21,-0.22,-0.01
30:32.0,17.146,9.09,10.1,25.06,24.15,79.22,-0.22,0
30:32.0,17.156,8.99,10.14,25.1,24.19,79.24,-0.18,0.02
30:32.1,17.164,8.99,10.14,25.1,24.19,79.24,-0.18,0.02
30:32.1,17.183,9.01,10.08,25.2,24.2,79.31,-0.23,0.04
30:32.1,17.191,9.01,10.08,25.2,24.2,79.31,-0.23,0.04
30:32.1,17.201,8.9,10.03,25.32,24.23,79.3,-0.24,0.09
30:32.1,17.21,8.96,10.04,25.37,24.32,79.52,-0.24,0.09
30:32.1,17.218,8.96,10.04,25.37,24.32,79.52,-0.24,0.09
30:32.1,17.229,8.94,10.07,25.42,24.35,79.61,-0.23,0.1
30:32.1,17.237,8.88,10.04,25.54,24.33,79.62,-0.27,0.13
30:32.1,17.246,8.88,10.04,25.54,24.33,79.62,-0.27,0.13
30:32.2,17.259,8.83,9.97,25.53,24.4,79.56,-0.25,0.16
30:32.2,17.267,8.83,9.97,25.53,24.4,79.56,-0.25,0.16
30:32.2,17.277,8.81,10.03,25.49,24.4,79.56,-0.21,0.15
30:32.2,17.287,8.83,10.03,25.44,24.42,79.55,-0.2,0.14
30:32.2,17.297,8.83,10.03,25.44,24.42,79.55,-0.2,0.14
30:32.2,17.309,8.79,9.99,25.49,24.3,79.4,-0.25,0.15
30:32.2,17.319,8.82,10.01,25.5,24.35,79.51,-0.24,0.15
30:32.2,17.327,8.82,10.01,25.5,24.35,79.51,-0.24,0.15
30:32.2,17.339,8.8,9.96,25.46,24.24,79.29,-0.27,0.15
30:32.2,17.348,8.77,9.95,25.36,24.23,79.12,-0.24,0.15
30:32.3,17.359,8.77,9.95,25.36,24.23,79.12,-0.24,0.15
30:32.3,17.37,8.78,10.03,25.38,24.21,79.22,-0.23,0.13
30:32.3,17.379,8.78,10.03,25.38,24.21,79.22,-0.23,0.13
30:32.3,17.389,8.76,10,25.31,24.25,79.14,-0.19,0.14
30:32.3,17.403,8.83,9.99,25.42,24.28,79.35,-0.24,0.14
30:32.3,17.41,8.83,9.99,25.42,24.28,79.35,-0.24,0.14
30:32.3,17.42,8.92,10.08,25.32,24.25,79.4,-0.22,0.08
30:32.3,17.43,8.83,10.03,25.33,24.3,79.32,-0.2,0.12
30:32.3,17.44,8.83,10.03,25.33,24.3,79.32,-0.2,0.12
30:32.3,17.45,8.93,10.05,25.27,24.28,79.36,-0.21,0.08
30:32.4,17.47,8.93,10.05,25.27,24.28,79.36,-0.21,0.08
30:32.4,17.471,8.92,10.1,25.18,24.27,79.3,-0.17,0.06
30:32.4,17.484,8.93,10.16,25.19,24.28,79.39,-0.15,0.05
30:32.4,17.492,8.93,10.16,25.19,24.28,79.39,-0.15,0.05
30:32.4,17.501,9,10.14,25.21,24.25,79.43,-0.2,0.03
30:32.4,17.517,8.99,10.18,25.16,24.37,79.53,-0.13,0.03
30:32.4,17.522,8.99,10.18,25.16,24.37,79.53,-0.13,0.03
30:32.4,17.532,9.06,10.16,25.18,24.29,79.52,-0.19,0.01
30:32.4,17.542,9.06,10.16,25.15,24.29,79.49,-0.18,0.01
30:32.5,17.562,8.99,10.24,25.15,24.28,79.49,-0.13,0.01
30:32.5,17.563,9.04,10.15,25.06,24.28,79.36,-0.15,0.01
30:32.5,17.573,9.04,10.15,25.06,24.28,79.36,-0.15,0.01
30:32.5,17.592,9.02,10.2,25.09,24.27,79.41,-0.14,0
30:32.5,17.594,9.08,10.24,25.06,24.3,79.5,-0.13,-0.02
30:32.5,17.604,9.08,10.24,25.06,24.3,79.5,-0.13,-0.02
30:32.5,17.614,9.11,10.26,24.97,24.27,79.43,-0.11,-0.05
30:32.5,17.623,9.09,10.22,24.87,24.24,79.25,-0.1,-0.04
30:32.5,17.633,9.09,10.22,24.87,24.24,79.25,-0.1,-0.04
30:32.5,17.644,9.12,10.31,24.88,24.17,79.3,-0.1,-0.08
30:32.5,17.653,9.12,10.31,24.88,24.17,79.3,-0.1,-0.08
30:32.6,17.664,9.12,10.29,24.83,24.26,79.33,-0.06,-0.07
30:32.6,17.674,9.1,10.27,24.89,24.25,79.33,-0.09,-0.06
30:32.6,17.684,9.1,10.27,24.89,24.25,79.33,-0.09,-0.06
30:32.6,17.694,9.13,10.3,24.9,24.29,79.45,-0.08,-0.07
30:32.6,17.704,9.12,10.31,24.87,24.24,79.37,-0.08,-0.08
30:32.6,17.714,9.12,10.31,24.87,24.24,79.37,-0.08,-0.08
30:32.6,17.724,9.13,10.35,24.81,24.24,79.36,-0.05,-0.09
30:32.6,17.738,9.13,10.35,24.81,24.24,79.36,-0.05,-0.09
30:32.6,17.746,9.13,10.35,24.88,24.26,79.45,-0.06,-0.09
30:32.6,17.756,9.16,10.36,24.89,24.24,79.48,-0.08,-0.1
30:32.7,17.767,9.16,10.36,24.89,24.24,79.48,-0.08,-0.1
30:32.7,17.777,9.12,10.36,24.82,24.24,79.37,-0.04,-0.09
30:32.7,17.787,9.15,10.36,24.82,24.32,79.48,-0.03,-0.09
30:32.7,17.796,9.15,10.36,24.82,24.32,79.48,-0.03,-0.09
30:32.7,17.814,9.11,10.45,24.84,24.26,79.49,-0.02,-0.11
30:32.7,17.817,9.11,10.45,24.84,24.26,79.49,-0.02,-0.11
30:32.7,17.831,9.08,10.35,24.78,24.25,79.29,-0.02,-0.08
30:32.7,17.837,9.14,10.35,24.81,24.27,79.4,-0.04,-0.09
30:32.7,17.846,9.14,10.35,24.81,24.27,79.4,-0.04,-0.09
30:32.8,17.857,9.11,10.37,24.82,24.27,79.4,-0.03,-0.09
30:32.8,17.867,9.1,10.41,24.82,24.32,79.48,0,-0.09
30:32.8,17.876,9.1,10.41,24.82,24.32,79.48,0,-0.09
30:32.8,17.886,9.08,10.4,24.85,24.34,79.5,0,-0.08
30:32.8,17.898,9.08,10.4,24.85,24.34,79.5,0,-0.08
30:32.8,17.908,9.15,10.44,24.83,24.24,79.49,-0.03,-0.12
30:32.8,17.926,9.16,10.42,24.83,24.26,79.5,-0.04,-0.11
30:32.8,17.926,9.16,10.42,24.83,24.26,79.5,-0.04,-0.11
30:32.8,17.946,9.07,10.42,24.84,24.19,79.34,-0.04,-0.1
30:32.8,17.954,9.11,10.39,24.8,24.18,79.3,-0.05,-0.11
30:32.9,17.964,9.11,10.39,24.8,24.18,79.3,-0.05,-0.11
30:32.9,17.973,9.12,10.43,24.79,24.11,79.27,-0.06,-0.13
30:32.9,17.982,9.12,10.43,24.79,24.11,79.27,-0.06,-0.13
30:32.9,17.988,9.16,10.46,24.74,24.15,79.33,-0.03,-0.15
30:32.9,17.998,9.08,10.43,24.82,24.19,79.34,-0.03,-0.11
30:32.9,18.008,9.08,10.43,24.82,24.19,79.34,-0.03,-0.11
30:32.9,18.018,9.2,10.45,24.81,24.17,79.45,-0.06,-0.14
30:32.9,18.028,9.13,10.42,24.79,24.24,79.41,-0.02,-0.11
30:32.9,18.039,9.13,10.42,24.79,24.24,79.41,-0.02,-0.11
30:32.9,18.048,9.2,10.49,24.69,24.19,79.39,-0.01,-0.16
30:33.0,18.059,9.2,10.49,24.69,24.19,79.39,-0.01,-0.16
30:33.0,18.068,9.18,10.45,24.59,24.21,79.25,0.02,-0.16
30:33.0,18.079,9.23,10.44,24.65,24.19,79.33,-0.02,-0.16
30:33.0,18.089,9.23,10.44,24.65,24.19,79.33,-0.02,-0.16
30:33.0,18.107,9.26,10.5,24.57,24.08,79.23,-0.02,-0.2
30:33.0,18.117,9.26,10.51,24.64,24.22,79.45,0,-0.19
