RealTimestamp,ElapsedSeconds,TopLeft(kg),TopRight(kg),BottomLeft(kg),BottomRight(kg),TotalWeight(kg),CoPX(cm),CoPY(cm)
25:24.1,3.73,9.18,10.38,25.57,23.44,79.4,0.19,0.66
25:24.1,3.741,9.24,10.37,25.48,23.41,79.33,0.19,0.63
25:24.1,3.751,9.25,10.5,25.53,23.44,79.55,0.22,0.61
25:24.1,3.762,9.25,10.5,25.53,23.44,79.55,0.22,0.61
25:24.1,3.772,9.24,10.49,25.47,23.35,79.37,0.21,0.6
25:24.2,3.786,9.22,10.44,25.4,23.35,79.23,0.22,0.61
25:24.2,3.792,9.22,10.44,25.4,23.35,79.23,0.22,0.61
25:24.2,3.802,9.26,10.51,25.46,23.4,79.46,0.23,0.59
25:24.2,3.815,9.25,10.46,25.53,23.38,79.45,0.19,0.61
25:24.2,3.824,9.25,10.46,25.53,23.38,79.45,0.19,0.61
25:24.2,3.833,9.32,10.5,25.42,23.43,79.5,0.23,0.58
25:24.2,3.844,9.32,10.5,25.42,23.43,79.5,0.23,0.58
25:24.2,3.853,9.28,10.53,25.42,23.39,79.45,0.24,0.58
25:24.2,3.863,9.29,10.53,25.46,23.4,79.51,0.23,0.58
25:24.2,3.875,9.29,10.53,25.46,23.4,79.51,0.23,0.58
25:24.3,3.885,9.29,10.53,25.44,23.37,79.45,0.22,0.57
25:24.3,3.903,9.33,10.52,25.55,23.39,79.62,0.18,0.58
25:24.3,3.905,9.33,10.52,25.55,23.39,79.62,0.18,0.58
25:24.3,3.915,9.24,10.55,25.6,23.47,79.69,0.23,0.61
25:24.3,3.933,9.24,10.55,25.6,23.47,79.69,0.23,0.61
25:24.3,3.935,9.28,10.5,25.59,23.48,79.68,0.2,0.61
25:24.3,3.944,9.23,10.47,25.56,23.49,79.58,0.22,0.63
25:24.3,3.962,9.23,10.47,25.56,23.49,79.58,0.22,0.63
25:24.3,3.969,9.14,10.47,25.62,23.42,79.48,0.21,0.65
25:24.3,3.975,9.17,10.38,25.59,23.43,79.4,0.19,0.66
25:24.4,3.986,9.17,10.38,25.59,23.43,79.4,0.19,0.66
25:24.4,3.996,9.14,10.43,25.54,23.51,79.45,0.25,0.66
25:24.4,4.006,9.14,10.43,25.54,23.51,79.45,0.25,0.66
25:24.4,4.016,9.1,10.42,25.54,23.44,79.33,0.24,0.66
25:24.4,4.03,9.09,10.39,25.47,23.47,79.25,0.26,0.67
25:24.4,4.038,9.09,10.39,25.47,23.47,79.25,0.26,0.67
25:24.4,4.047,9.14,10.49,25.46,23.43,79.35,0.27,0.63
25:24.4,4.057,9.13,10.44,25.53,23.43,79.36,0.23,0.65
25:24.4,4.067,9.13,10.44,25.53,23.43,79.36,0.23,0.65
25:24.5,4.077,9.19,10.48,25.47,23.48,79.45,0.26,0.62
25:24.5,4.087,9.19,10.48,25.47,23.48,79.45,0.26,0.62
25:24.5,4.097,9.18,10.44,25.45,23.38,79.28,0.23,0.62
25:24.5,4.107,9.14,10.47,25.48,23.39,79.31,0.24,0.63
25:24.5,4.117,9.14,10.47,25.48,23.39,79.31,0.24,0.63
25:24.5,4.128,9.22,10.5,25.45,23.41,79.41,0.24,0.6
25:24.5,4.137,9.27,10.54,25.47,23.38,79.49,0.23,0.58
25:24.5,4.148,9.27,10.54,25.47,23.38,79.49,0.23,0.58
25:24.5,4.157,9.33,10.56,25.53,23.42,79.67,0.21,0.57
25:24.5,4.176,9.33,10.56,25.53,23.42,79.67,0.21,0.57
25:24.6,4.184,9.26,10.49,25.46,23.38,79.41,0.21,0.59
25:24.6,4.188,9.21,10.48,25.39,23.37,79.27,0.24,0.6
25:24.6,4.199,9.21,10.48,25.39,23.37,79.27,0.24,0.6
25:24.6,4.208,9.25,10.45,25.42,23.38,79.33,0.22,0.6
25:24.6,4.223,9.29,10.43,25.34,23.31,79.19,0.2,0.58
25:24.6,4.229,9.29,10.43,25.34,23.31,79.19,0.2,0.58
25:24.6,4.242,9.34,10.44,25.35,23.32,79.27,0.19,0.57
25:24.6,4.251,9.34,10.44,25.35,23.32,79.27,0.19,0.57
25:24.6,4.26,9.35,10.49,25.4,23.32,79.39,0.18,0.56
25:24.7,4.278,9.38,10.5,25.41,23.34,79.46,0.18,0.55
25:24.7,4.28,9.38,10.5,25.41,23.34,79.46,0.18,0.55
25:24.7,4.289,9.4,10.52,25.43,23.36,79.54,0.18,0.54
25:24.7,4.3,9.47,10.52,25.29,23.32,79.43,0.19,0.51
25:24.7,4.318,9.47,10.52,25.29,23.32,79.43,0.19,0.51
25:24.7,4.329,9.42,10.51,25.3,23.26,79.32,0.18,0.52
25:24.7,4.335,9.42,10.51,25.27,23.26,79.29,0.19,0.51
25:24.7,4.341,9.46,10.47,25.27,23.2,79.23,0.15,0.51
25:24.7,4.351,9.51,10.58,25.21,23.2,79.33,0.18,0.46
25:24.7,4.361,9.51,10.58,25.21,23.2,79.33,0.18,0.46
25:24.7,4.37,9.64,10.59,25.22,23.14,79.41,0.13,0.42
25:24.8,4.381,9.69,10.63,25.22,23.09,79.45,0.11,0.4
25:24.8,4.391,9.69,10.63,25.22,23.09,79.45,0.11,0.4
25:24.8,4.401,9.78,10.73,25.19,23.02,79.54,0.1,0.34
25:24.8,4.411,9.78,10.73,25.19,23.02,79.54,0.1,0.34
25:24.8,4.421,9.74,10.64,25.15,23.04,79.39,0.1,0.37
25:24.8,4.435,9.76,10.66,25.18,23.03,79.45,0.09,0.36
25:24.8,4.445,9.76,10.66,25.18,23.03,79.45,0.09,0.36
25:24.8,4.452,9.87,10.75,25.17,23,79.61,0.08,0.31
25:24.8,4.462,9.87,10.81,25.08,22.99,79.57,0.12,0.29
25:24.8,4.476,9.87,10.81,25.08,22.99,79.57,0.12,0.29
25:24.9,4.482,9.89,10.77,24.99,22.99,79.46,0.13,0.28
25:24.9,4.497,9.78,10.75,25.02,22.93,79.3,0.13,0.31
25:24.9,4.506,9.78,10.75,25.02,22.93,79.3,0.13,0.31
25:24.9,4.514,9.84,10.72,24.99,22.93,79.3,0.11,0.3
25:24.9,4.523,9.84,10.72,24.99,22.93,79.3,0.11,0.3
25:24.9,4.533,9.86,10.8,25.09,22.86,79.43,0.08,0.28
25:24.9,4.543,9.87,10.79,25.11,22.98,79.57,0.1,0.29
25:24.9,4.555,9.87,10.79,25.11,22.98,79.57,0.1,0.29
25:24.9,4.566,9.92,10.82,25.1,22.97,79.63,0.1,0.27
25:24.9,4.574,9.85,10.78,25.07,22.99,79.51,0.12,0.3
25:25.0,4.585,9.85,10.78,25.07,22.99,79.51,0.12,0.3
25:25.0,4.596,9.8,10.85,25.03,23,79.5,0.17,0.29
25:25.0,4.606,9.8,10.85,25.03,23,79.5,0.17,0.29
25:25.0,4.615,9.76,10.8,25,22.91,79.29,0.15,0.3
25:25.0,4.625,9.81,10.79,25,22.89,79.31,0.13,0.29
25:25.0,4.636,9.81,10.79,25,22.89,79.31,0.13,0.29
25:25.0,4.656,9.74,10.8,25.02,22.93,79.31,0.16,0.31
25:25.0,4.657,9.89,10.83,25,22.9,79.44,0.12,0.26
25:25.0,4.667,9.89,10.83,25,22.9,79.44,0.12,0.26
25:25.0,4.677,9.92,10.88,24.98,22.92,79.53,0.14,0.24
25:25.1,4.695,9.84,10.79,24.93,22.92,79.3,0.15,0.27
25:25.1,4.705,9.84,10.79,24.93,22.92,79.3,0.15,0.27
25:25.1,4.71,9.89,10.84,25.05,22.89,79.49,0.1,0.26
25:25.1,4.719,9.89,10.84,25.05,22.89,79.49,0.1,0.26
25:25.1,4.728,9.93,10.84,24.95,22.92,79.47,0.13,0.24
25:25.1,4.738,9.92,10.89,24.92,22.91,79.47,0.15,0.23
25:25.1,4.748,9.92,10.89,24.92,22.91,79.47,0.15,0.23
25:25.1,4.758,9.94,10.83,24.89,22.83,79.32,0.11,0.22
25:25.1,4.77,9.97,10.83,24.88,22.9,79.41,0.13,0.22
25:25.2,4.78,9.97,10.83,24.88,22.9,79.41,0.13,0.22
25:25.2,4.798,9.95,10.91,24.88,22.86,79.43,0.15,0.2
25:25.2,4.799,9.95,10.91,24.88,22.86,79.43,0.15,0.2
25:25.2,4.809,9.93,10.9,24.97,23,79.63,0.17,0.24
25:25.2,4.819,9.98,10.91,24.89,22.92,79.53,0.15,0.2
25:25.2,4.829,9.98,10.91,24.89,22.92,79.53,0.15,0.2
25:25.2,4.841,10.05,10.91,24.85,22.89,79.53,0.14,0.18
25:25.2,4.851,10.09,10.91,24.85,22.87,79.55,0.12,0.17
25:25.2,4.86,10.09,10.91,24.85,22.87,79.55,0.12,0.17
25:25.2,4.87,10.05,10.99,24.78,22.83,79.48,0.16,0.15
25:25.3,4.881,10,10.93,24.75,22.82,79.33,0.17,0.17
25:25.3,4.896,10,10.93,24.75,22.82,79.33,0.17,0.17
25:25.3,4.902,10.05,10.97,24.69,22.81,79.35,0.18,0.14
25:25.3,4.911,10.05,10.97,24.69,22.81,79.35,0.18,0.14
25:25.3,4.926,10.03,10.97,24.7,22.85,79.38,0.19,0.15
25:25.3,4.933,10.07,11.02,24.87,22.98,79.76,0.19,0.16
25:25.3,4.942,10.07,11.02,24.87,22.98,79.76,0.19,0.16
25:25.3,4.955,10.05,11.06,24.93,22.98,79.84,0.19,0.16
25:25.3,4.965,9.99,11.03,24.87,23.03,79.74,0.23,0.18
25:25.3,4.973,9.99,11.03,24.87,23.03,79.74,0.23,0.18
25:25.4,4.984,9.94,11.07,24.86,22.99,79.69,0.24,0.18
25:25.4,4.995,9.94,11.07,24.86,22.99,79.69,0.24,0.18
25:25.4,5.004,9.97,10.96,24.83,23.05,79.64,0.23,0.2
25:25.4,5.014,9.9,10.91,24.75,22.99,79.37,0.24,0.22
25:25.4,5.032,9.9,10.91,24.75,22.99,79.37,0.24,0.22
25:25.4,5.041,9.9,10.91,24.71,22.85,79.19,0.21,0.2
25:25.4,5.048,9.8,10.95,24.62,22.97,79.16,0.32,0.22
25:25.4,5.06,9.8,10.95,24.62,22.97,79.16,0.32,0.22
25:25.4,5.068,9.88,10.91,24.68,23.03,79.32,0.28,0.22
25:25.4,5.076,9.88,10.91,24.68,23.03,79.32,0.28,0.22
25:25.5,5.086,9.83,10.9,24.71,23.02,79.28,0.28,0.24
25:25.5,5.096,9.85,10.87,24.79,23.1,79.43,0.27,0.26
25:25.5,5.106,9.85,10.87,24.79,23.1,79.43,0.27,0.26
25:25.5,5.116,9.84,10.88,24.86,23.16,79.56,0.27,0.27
25:25.5,5.126,9.82,10.9,24.79,23.12,79.45,0.29,0.26
25:25.5,5.135,9.82,10.9,24.79,23.12,79.45,0.29,0.26
25:25.5,5.146,9.81,10.94,24.87,23.18,79.62,0.3,0.27
25:25.5,5.161,9.9,10.94,24.83,23.16,79.65,0.28,0.24
25:25.5,5.167,9.9,10.91,24.83,23.16,79.62,0.27,0.25
25:25.6,5.177,9.8,10.9,24.84,23.18,79.54,0.3,0.27
25:25.6,5.189,9.8,10.9,24.84,23.18,79.54,0.3,0.27
25:25.6,5.197,9.84,10.91,24.83,23.14,79.54,0.28,0.26
25:25.6,5.207,9.82,10.89,24.81,23.09,79.43,0.27,0.26
25:25.6,5.225,9.82,10.89,24.81,23.09,79.43,0.27,0.26
25:25.6,5.228,9.86,10.89,24.73,23.09,79.39,0.29,0.24
25:25.6,5.239,9.82,10.9,24.77,23.17,79.48,0.31,0.26
25:25.6,5.248,9.82,10.9,24.77,23.17,79.48,0.31,0.26
25:25.6,5.258,9.88,10.93,24.76,23.1,79.49,0.29,0.23
25:25.6,5.273,9.88,10.93,24.76,23.1,79.49,0.29,0.23
25:25.7,5.279,9.85,10.95,24.7,23.03,79.35,0.3,0.22
25:25.7,5.291,9.91,10.93,24.71,23.02,79.39,0.27,0.21
25:25.7,5.3,9.91,10.93,24.71,23.02,79.39,0.27,0.21
25:25.7,5.309,9.88,10.97,24.66,22.98,79.31,0.29,0.2
25:25.7,5.319,9.87,10.89,24.73,23,79.31,0.26,0.23
25:25.7,5.33,9.87,10.89,24.73,23,79.31,0.26,0.23
25:25.7,5.34,9.88,10.95,24.73,23.06,79.44,0.29,0.22
25:25.7,5.349,9.88,10.95,24.73,23.06,79.44,0.29,0.22
25:25.7,5.36,9.91,10.94,24.82,23.13,79.62,0.27,0.23
25:25.8,5.379,9.83,10.92,24.8,23.16,79.53,0.3,0.26
25:25.8,5.381,9.83,10.92,24.8,23.16,79.53,0.3,0.26
25:25.8,5.398,9.82,10.97,24.78,23.14,79.53,0.32,0.24
25:25.8,5.407,9.79,10.86,24.94,23.16,79.57,0.26,0.3
25:25.8,5.416,9.79,10.86,24.94,23.16,79.57,0.26,0.3
25:25.8,5.426,9.81,10.9,24.96,23.09,79.58,0.23,0.28
25:25.8,5.436,9.81,10.9,24.96,23.09,79.58,0.23,0.28
25:25.8,5.444,9.79,10.85,24.97,23.05,79.48,0.21,0.29
25:25.8,5.453,9.78,10.86,25.02,23.09,79.57,0.21,0.3
25:25.8,5.463,9.78,10.86,25.02,23.09,79.57,0.21,0.3
25:25.8,5.472,9.75,10.81,25,23.01,79.39,0.19,0.31
25:25.9,5.486,9.71,10.77,25.11,23.01,79.42,0.15,0.34
25:25.9,5.495,9.71,10.77,25.11,23.01,79.42,0.15,0.34
25:25.9,5.504,9.72,10.86,25.08,23,79.48,0.19,0.31
25:25.9,5.513,9.72,10.86,25.12,23,79.52,0.17,0.31
25:25.9,5.524,9.63,10.79,25.12,23.07,79.43,0.2,0.36
25:25.9,5.533,9.67,10.79,25.09,23.1,79.47,0.21,0.35
25:25.9,5.543,9.67,10.79,25.09,23.1,79.47,0.21,0.35
25:25.9,5.554,9.6,10.73,25.03,23.2,79.38,0.26,0.39
25:25.9,5.564,9.56,10.76,25.04,23.16,79.34,0.26,0.39
25:25.9,5.575,9.56,10.76,25.04,23.16,79.34,0.26,0.39
25:26.0,5.584,9.55,10.75,25.1,23.2,79.42,0.26,0.4
25:26.0,5.595,9.56,10.7,25.13,23.18,79.39,0.22,0.41
25:26.0,5.609,9.56,10.7,25.13,23.18,79.39,0.22,0.41
25:26.0,5.619,9.61,10.77,25.03,23.14,79.37,0.25,0.37
25:26.0,5.627,9.61,10.77,25.03,23.14,79.37,0.25,0.37
25:26.0,5.635,9.56,10.76,25.04,23.1,79.28,0.25,0.38
25:26.0,5.646,9.69,10.75,25.04,23.17,79.47,0.22,0.36
25:26.0,5.655,9.69,10.75,25.04,23.17,79.47,0.22,0.36
25:26.0,5.666,9.64,10.78,25.01,23.14,79.39,0.25,0.36
25:26.0,5.677,9.64,10.78,25.05,23.17,79.46,0.25,0.36
25:26.1,5.687,9.64,10.78,25.05,23.17,79.46,0.25,0.36
25:26.1,5.696,9.68,10.77,25.01,23.14,79.42,0.23,0.35
25:26.1,5.706,9.69,10.72,24.95,23.18,79.36,0.25,0.36
25:26.1,5.719,9.69,10.72,24.95,23.18,79.36,0.25,0.36
25:26.1,5.729,9.7,10.83,24.92,23.2,79.47,0.29,0.33
25:26.1,5.738,9.7,10.83,24.92,23.2,79.47,0.29,0.33
25:26.1,5.748,9.71,10.84,24.96,23.16,79.49,0.27,0.32
25:26.1,5.765,9.78,10.79,24.96,23.13,79.48,0.22,0.31
25:26.1,5.776,9.78,10.79,24.96,23.13,79.48,0.22,0.31
25:26.2,5.784,9.78,10.86,24.93,23.11,79.5,0.25,0.29
25:26.2,5.795,9.76,10.83,24.91,23.09,79.41,0.24,0.3
25:26.2,5.805,9.76,10.83,24.91,23.09,79.41,0.24,0.3
25:26.2,5.812,9.74,10.89,24.83,23.04,79.32,0.28,0.28
25:26.2,5.821,9.74,10.89,24.83,23.04,79.32,0.28,0.28
25:26.2,5.831,9.88,10.92,24.78,23.06,79.46,0.27,0.23
25:26.2,5.841,9.9,10.91,24.75,23.07,79.45,0.27,0.23
25:26.2,5.85,9.9,10.91,24.75,23.07,79.45,0.27,0.23
25:26.2,5.86,9.88,10.92,24.76,23.08,79.46,0.28,0.23
25:26.2,5.871,9.87,10.97,24.78,23.13,79.57,0.31,0.23
25:26.3,5.886,9.87,10.97,24.78,23.13,79.57,0.31,0.23
25:26.3,5.892,9.99,11,24.75,22.98,79.55,0.24,0.17
25:26.3,5.902,9.91,10.96,24.76,22.99,79.44,0.25,0.21
25:26.3,5.915,9.91,10.96,24.76,22.99,79.44,0.25,0.21
25:26.3,5.922,9.91,10.93,24.8,22.94,79.4,0.22,0.21
25:26.3,5.932,9.91,10.93,24.8,22.94,79.4,0.22,0.21
25:26.3,5.946,9.92,10.87,24.75,22.9,79.26,0.2,0.21
25:26.3,5.955,9.93,10.94,24.78,22.92,79.4,0.21,0.2
25:26.3,5.963,9.93,10.94,24.78,22.92,79.4,0.21,0.2
25:26.3,5.973,10,10.99,24.73,22.93,79.48,0.22,0.16
25:26.4,5.983,9.93,10.93,24.74,22.95,79.38,0.23,0.2
25:26.4,5.994,9.93,10.93,24.74,22.95,79.38,0.23,0.2
25:26.4,6.003,9.95,10.98,24.74,22.99,79.49,0.25,0.19
25:26.4,6.013,9.95,10.98,24.74,22.99,79.49,0.25,0.19
25:26.4,6.024,9.93,10.87,24.76,23.05,79.44,0.24,0.23
25:26.4,6.034,9.93,10.89,24.77,23.02,79.44,0.23,0.22
25:26.4,6.045,9.93,10.89,24.77,23.02,79.44,0.23,0.22
25:26.4,6.063,9.92,11,24.78,23.07,79.6,0.28,0.2
25:26.4,6.064,9.92,10.98,24.8,23.1,79.62,0.28,0.21
25:26.4,6.074,9.92,10.98,24.8,23.1,79.62,0.28,0.21
25:26.5,6.09,10,11.03,24.79,23.06,79.7,0.26,0.18
25:26.5,6.096,10,11.03,24.79,23.06,79.7,0.26,0.18
25:26.5,6.106,9.92,10.92,24.69,23.09,79.44,0.29,0.22
25:26.5,6.124,9.91,10.93,24.79,23.12,79.57,0.27,0.23
25:26.5,6.125,9.91,10.93,24.79,23.12,79.57,0.27,0.23
25:26.5,6.136,9.88,10.93,24.77,23.17,79.57,0.31,0.24
25:26.5,6.146,9.78,10.91,24.78,23.15,79.44,0.32,0.27
25:26.5,6.155,9.78,10.91,24.78,23.15,79.44,0.32,0.27
25:26.5,6.166,9.78,10.9,24.8,23.19,79.49,0.32,0.28
25:26.5,6.176,9.78,10.9,24.8,23.19,79.49,0.32,0.28
25:26.6,6.187,9.67,10.93,24.68,23.22,79.32,0.41,0.29
25:26.6,6.197,9.69,10.89,24.71,23.29,79.4,0.4,0.3
25:26.6,6.207,9.69,10.89,24.71,23.29,79.4,0.4,0.3
25:26.6,6.217,9.71,10.88,24.73,23.29,79.43,0.39,0.3
25:26.6,6.227,9.68,10.84,24.65,23.23,79.22,0.39,0.3
25:26.6,6.241,9.68,10.84,24.65,23.23,79.22,0.39,0.3
25:26.6,6.247,9.74,10.96,24.66,23.3,79.48,0.43,0.27
25:26.6,6.257,9.66,10.96,24.67,23.33,79.44,0.46,0.29
25:26.6,6.276,9.66,10.84,24.67,23.33,79.32,0.42,0.32
25:26.7,6.278,9.65,10.88,24.75,23.4,79.51,0.44,0.33
25:26.7,6.289,9.65,10.88,24.75,23.4,79.51,0.44,0.33
25:26.7,6.298,9.63,10.88,24.75,23.46,79.55,0.46,0.34
25:26.7,6.309,9.68,10.89,24.73,23.47,79.6,0.46,0.33
25:26.7,6.321,9.68,10.89,24.73,23.47,79.6,0.46,0.33
25:26.7,6.328,9.61,10.82,24.81,23.47,79.54,0.43,0.37
25:26.7,6.343,9.6,10.82,24.69,23.47,79.41,0.47,0.36
25:26.7,6.35,9.6,10.82,24.69,23.47,79.41,0.47,0.36
25:26.7,6.36,9.57,10.87,24.69,23.48,79.44,0.5,0.35
25:26.7,6.37,9.57,10.87,24.69,23.48,79.44,0.5,0.35
25:26.8,6.379,9.59,10.82,24.72,23.44,79.4,0.46,0.36
25:26.8,6.39,9.6,10.8,24.77,23.44,79.44,0.43,0.37
25:26.8,6.401,9.6,10.8,24.77,23.44,79.44,0.43,0.37
25:26.8,6.409,9.62,10.82,24.69,23.46,79.42,0.46,0.35
25:26.8,6.426,9.52,10.82,24.69,23.5,79.36,0.51,0.38
25:26.8,6.43,9.52,10.82,24.69,23.5,79.36,0.51,0.38
25:26.8,6.441,9.57,10.79,24.77,23.53,79.49,0.47,0.39
25:26.8,6.451,9.57,10.79,24.77,23.53,79.49,0.47,0.39
25:26.8,6.461,9.51,10.73,24.73,23.52,79.32,0.48,0.41
25:26.8,6.47,9.55,10.76,24.77,23.47,79.38,0.45,0.39
25:26.9,6.481,9.55,10.76,24.77,23.47,79.38,0.45,0.39
25:26.9,6.498,9.54,10.8,24.7,23.51,79.38,0.5,0.38
25:26.9,6.508,9.47,10.8,24.72,23.52,79.34,0.51,0.4
25:26.9,6.521,9.47,10.8,24.72,23.52,79.34,0.51,0.4
25:26.9,6.522,9.54,10.8,24.81,23.58,79.56,0.48,0.4
25:26.9,6.532,9.54,10.8,24.81,23.58,79.56,0.48,0.4
25:26.9,6.55,9.55,10.75,24.88,23.53,79.54,0.43,0.41
25:26.9,6.552,9.49,10.77,24.86,23.56,79.51,0.47,0.42
25:26.9,6.562,9.49,10.77,24.86,23.56,79.51,0.47,0.42
25:26.9,6.576,9.48,10.78,24.85,23.53,79.47,0.47,0.42
25:27.0,6.584,9.45,10.71,24.93,23.57,79.49,0.44,0.46
25:27.0,6.594,9.45,10.71,24.93,23.57,79.49,0.44,0.46
25:27.0,6.602,9.43,10.61,24.98,23.55,79.4,0.4,0.49
25:27.0,6.613,9.43,10.61,24.98,23.55,79.4,0.4,0.49
25:27.0,6.625,9.43,10.65,24.91,23.57,79.39,0.44,0.47
25:27.0,6.635,9.46,10.7,25,23.54,79.53,0.41,0.46
25:27.0,6.645,9.46,10.7,25,23.54,79.53,0.41,0.46
25:27.0,6.654,9.39,10.68,24.96,23.46,79.32,0.41,0.47
25:27.0,6.664,9.46,10.68,25.06,23.52,79.55,0.38,0.47
25:27.0,6.675,9.46,10.68,25.06,23.52,79.55,0.38,0.47
25:27.1,6.684,9.45,10.61,25,23.57,79.46,0.39,0.49
25:27.1,6.704,9.44,10.63,25.1,23.58,79.58,0.37,0.5
25:27.1,6.713,9.44,10.63,25.1,23.58,79.58,0.37,0.5
25:27.1,6.725,9.39,10.56,25.09,23.55,79.42,0.36,0.52
25:27.1,6.725,9.39,10.56,25.09,23.55,79.42,0.36,0.52
25:27.1,6.736,9.43,10.52,25.12,23.42,79.33,0.29,0.51
25:27.1,6.746,9.35,10.55,25.09,23.46,79.28,0.34,0.53
25:27.1,6.756,9.35,10.55,25.09,23.46,79.28,0.34,0.53
25:27.1,6.766,9.47,10.67,25.12,23.4,79.49,0.32,0.46
25:27.1,6.776,9.49,10.68,25.13,23.46,79.59,0.33,0.46
25:27.2,6.786,9.49,10.68,25.13,23.46,79.59,0.33,0.46
25:27.2,6.797,9.53,10.6,25.18,23.39,79.53,0.25,0.47
25:27.2,6.807,9.53,10.6,25.18,23.39,79.53,0.25,0.47
25:27.2,6.817,9.54,10.65,25.23,23.38,79.63,0.25,0.46
25:27.2,6.827,9.58,10.55,25.13,23.37,79.45,0.23,0.46
25:27.2,6.841,9.58,10.55,25.13,23.37,79.45,0.23,0.46
25:27.2,6.849,9.59,10.61,25.17,23.27,79.46,0.2,0.44
25:27.2,6.858,9.59,10.56,25.18,23.26,79.41,0.18,0.45
25:27.2,6.868,9.59,10.56,25.18,23.26,79.41,0.18,0.45
25:27.3,6.878,9.58,10.55,25.2,23.17,79.33,0.15,0.45
25:27.3,6.896,9.58,10.55,25.2,23.17,79.33,0.15,0.45
25:27.3,6.907,9.54,10.5,25.18,23.18,79.23,0.15,0.47
25:27.3,6.908,9.53,10.55,25.17,23.19,79.27,0.18,0.46
25:27.3,6.918,9.53,10.55,25.17,23.19,79.27,0.18,0.46
25:27.3,6.929,9.63,10.53,25.19,23.13,79.31,0.12,0.44
25:27.3,6.94,9.6,10.54,25.22,23.12,79.31,0.12,0.44
25:27.3,6.95,9.6,10.54,25.22,23.12,79.31,0.12,0.44
25:27.3,6.959,9.65,10.52,25.27,23.04,79.31,0.06,0.43
25:27.3,6.972,9.62,10.5,25.27,23.12,79.34,0.08,0.45
25:27.4,6.981,9.62,10.5,25.27,23.12,79.34,0.08,0.45
25:27.4,6.99,9.69,10.54,25.36,23.17,79.58,0.06,0.44
25:27.4,7.001,9.69,10.54,25.36,23.17,79.58,0.06,0.44
25:27.4,7.011,9.71,10.5,25.36,23.2,79.59,0.06,0.45
25:27.4,7.021,9.68,10.51,25.36,23.21,79.58,0.07,0.46
25:27.4,7.032,9.68,10.51,25.36,23.21,79.58,0.07,0.46
25:27.4,7.042,9.69,10.55,25.35,23.06,79.47,0.04,0.43
25:27.4,7.051,9.63,10.54,25.43,23.14,79.56,0.05,0.46
25:27.4,7.062,9.63,10.54,25.43,23.14,79.56,0.05,0.46
25:27.4,7.07,9.62,10.43,25.44,23.16,79.48,0.02,0.49
25:27.5,7.088,9.62,10.43,25.44,23.16,79.48,0.02,0.49
25:27.5,7.091,9.61,10.47,25.45,23.11,79.47,0.02,0.48
25:27.5,7.102,9.61,10.47,25.44,23.11,79.46,0.02,0.48
25:27.5,7.115,9.61,10.47,25.44,23.11,79.46,0.02,0.48
25:27.5,7.125,9.7,10.49,25.42,23.03,79.47,-0.02,0.44
25:27.5,7.134,9.61,10.35,25.4,23.12,79.31,0,0.51
25:27.5,7.145,9.61,10.35,25.4,23.12,79.31,0,0.51
25:27.5,7.155,9.58,10.4,25.44,23.06,79.31,0,0.5
25:27.5,7.163,9.58,10.4,25.44,23.06,79.31,0,0.5
25:27.5,7.174,9.55,10.41,25.41,23,79.2,0,0.5
25:27.6,7.183,9.54,10.43,25.4,23.04,79.24,0.02,0.5
25:27.6,7.195,9.54,10.43,25.4,23.04,79.24,0.02,0.5
25:27.6,7.205,9.61,10.44,25.44,23.06,79.38,0,0.48
25:27.6,7.215,9.6,10.41,25.38,23.18,79.4,0.05,0.5
25:27.6,7.225,9.6,10.41,25.38,23.18,79.4,0.05,0.5
25:27.6,7.237,9.62,10.44,25.44,23.09,79.42,0.01,0.48
25:27.6,7.251,9.62,10.44,25.44,23.09,79.42,0.01,0.48
25:27.6,7.261,9.57,10.36,25.49,23.11,79.36,-0.01,0.52
25:27.6,7.269,9.55,10.38,25.52,23.1,79.38,-0.01,0.52
25:27.7,7.278,9.55,10.38,25.52,23.1,79.38,-0.01,0.52
25:27.7,7.286,9.58,10.37,25.47,23.11,79.36,-0.01,0.52
25:27.7,7.296,9.56,10.4,25.5,23.11,79.4,0,0.52
25:27.7,7.305,9.56,10.4,25.5,23.11,79.4,0,0.52
25:27.7,7.315,9.64,10.39,25.54,23.11,79.51,-0.04,0.5
25:27.7,7.326,9.58,10.39,25.55,23.11,79.46,-0.03,0.52
25:27.7,7.344,9.58,10.33,25.55,23.13,79.42,-0.04,0.54
25:27.7,7.355,9.61,10.4,25.56,23.19,79.59,-0.01,0.52
25:27.7,7.363,9.61,10.4,25.56,23.19,79.59,-0.01,0.52
25:27.7,7.372,9.62,10.39,25.46,23.19,79.49,0.01,0.51
25:27.7,7.376,9.62,10.42,25.53,23.2,79.6,0.01,0.51
25:27.8,7.387,9.62,10.42,25.53,23.2,79.6,0.01,0.51
25:27.8,7.397,9.58,10.44,25.44,23.23,79.52,0.06,0.51
25:27.8,7.407,9.58,10.44,25.44,23.23,79.52,0.06,0.51
25:27.8,7.417,9.6,10.41,25.43,23.16,79.43,0.03,0.5
25:27.8,7.426,9.66,10.41,25.43,23.13,79.46,0,0.48
25:27.8,7.437,9.66,10.41,25.43,23.13,79.46,0,0.48
25:27.8,7.447,9.63,10.47,25.37,23.13,79.43,0.04,0.47
25:27.8,7.456,9.6,10.43,25.35,23.1,79.31,0.04,0.48
