RealTimestamp,ElapsedSeconds,TopLeft(kg),TopRight(kg),BottomLeft(kg),BottomRight(kg),TotalWeight(kg),CoPX(cm),CoPY(cm)
50:21.7,27.735,1.87,29.84,4.89,31.5,78.99,17.52,-5.86
50:21.7,27.747,1.87,29.81,4.9,31.69,79.15,17.52,-5.82
50:21.7,27.756,1.87,29.81,4.9,31.69,79.15,17.52,-5.82
50:21.7,27.766,1.79,29.72,4.98,31.96,79.34,17.53,-5.73
50:21.7,27.776,1.67,29.49,4.98,32.24,79.26,17.6,-5.62
50:21.7,27.786,1.67,29.49,4.98,32.24,79.26,17.6,-5.62
50:21.7,27.797,1.71,29.46,5.03,32.49,79.57,17.56,-5.57
50:21.7,27.806,1.71,29.46,5.03,32.49,79.57,17.56,-5.57
50:21.7,27.817,1.46,29.29,4.91,32.67,79.22,17.77,-5.48
50:21.8,27.827,1.35,29.25,4.79,32.78,79.06,17.91,-5.45
50:21.8,27.838,1.35,29.25,4.79,32.78,79.06,17.91,-5.45
50:21.8,27.848,1.23,29.31,4.66,32.82,78.91,18.05,-5.46
50:21.8,27.858,1.01,29.29,4.55,33.06,78.8,18.25,-5.39
50:21.8,27.868,1.01,29.29,4.55,33.06,78.8,18.25,-5.39
50:21.8,27.887,0.77,29.42,4.5,33.36,78.93,18.44,-5.33
50:21.8,27.897,0.77,29.42,4.5,33.36,78.93,18.44,-5.33
50:21.8,27.901,0.63,29.35,4.44,33.56,78.86,18.56,-5.27
50:21.8,27.913,0.49,29.42,4.38,33.5,78.67,18.67,-5.27
50:21.8,27.923,0.49,29.42,4.38,33.5,78.67,18.67,-5.27
50:21.9,27.929,0.58,29.47,4.34,33.2,78.47,18.63,-5.35
50:21.9,27.939,0.65,29.73,4.32,32.79,78.38,18.6,-5.48
50:21.9,27.953,0.65,29.73,4.32,32.79,78.38,18.6,-5.48
50:21.9,27.961,0.86,29.87,4.31,32.33,78.26,18.46,-5.63
50:21.9,27.97,0.86,29.87,4.31,32.33,78.26,18.46,-5.63
50:21.9,27.98,1.04,30.19,4.41,32.06,78.59,18.31,-5.75
50:21.9,27.99,1.39,30.58,4.51,31.58,78.94,18.05,-5.95
50:21.9,28,1.39,30.58,4.51,31.58,78.94,18.05,-5.95
50:21.9,28.01,1.75,30.78,4.69,31.23,79.34,17.74,-6.09
50:21.9,28.022,1.96,30.77,4.82,31.26,79.69,17.55,-6.1
50:22.0,28.03,1.96,30.77,4.82,31.26,79.69,17.55,-6.1
50:22.0,28.041,2.27,30.66,5.03,31.35,80.2,17.26,-6.08
50:22.0,28.052,2.42,30.66,5.14,31.11,80.22,17.11,-6.13
50:22.0,28.062,2.42,30.66,5.14,31.11,80.22,17.11,-6.13
50:22.0,28.071,2.57,30.79,5.01,30.47,79.73,17.06,-6.31
50:22.0,28.082,2.57,30.79,5.01,30.47,79.73,17.06,-6.31
50:22.0,28.092,2.67,31.04,4.74,29.54,78.88,17.11,-6.58
50:22.0,28.106,2.77,31.26,4.57,28.83,78.32,17.12,-6.79
50:22.0,28.112,2.77,31.26,4.57,28.83,78.32,17.12,-6.79
50:22.0,28.123,2.68,31.31,4.4,28.58,77.86,17.25,-6.86
50:22.1,28.133,2.61,31.31,4.33,28.65,77.79,17.33,-6.85
50:22.1,28.143,2.61,31.31,4.33,28.65,77.79,17.33,-6.85
50:22.1,28.153,2.54,31.36,4.42,28.82,78.02,17.34,-6.8
50:22.1,28.162,2.54,31.36,4.42,28.82,78.02,17.34,-6.8
50:22.1,28.172,2.56,31.43,4.52,29.32,78.72,17.3,-6.71
50:22.1,28.192,2.48,31.35,4.65,29.84,79.2,17.31,-6.57
50:22.1,28.192,2.48,31.35,4.65,29.84,79.2,17.31,-6.57
50:22.1,28.194,2.48,31.35,4.65,29.84,79.2,17.31,-6.57
50:22.1,28.204,2.51,31.31,4.72,30.27,79.7,17.28,-6.48
50:22.1,28.214,2.44,31.18,4.84,30.6,79.95,17.26,-6.36
50:22.2,28.233,2.44,31.18,4.84,30.6,79.95,17.26,-6.36
50:22.2,28.234,2.45,31.08,4.92,30.77,80.1,17.22,-6.31
50:22.2,28.254,2.45,31.08,4.92,30.77,80.1,17.22,-6.31
50:22.2,28.256,2.43,30.95,4.87,30.7,79.83,17.24,-6.3
50:22.2,28.266,2.46,31.03,4.82,30.46,79.65,17.24,-6.37
50:22.2,28.283,2.46,31.03,4.82,30.46,79.65,17.24,-6.37
50:22.2,28.291,2.52,31.18,4.77,30.07,79.42,17.22,-6.48
50:22.2,28.301,2.68,31.43,4.66,29.58,79.24,17.18,-6.66
50:22.2,28.308,2.68,31.43,4.66,29.58,79.24,17.18,-6.66
50:22.2,28.315,2.76,31.68,4.62,29.13,79.07,17.14,-6.8
50:22.3,28.328,2.76,31.68,4.62,29.13,79.07,17.14,-6.8
50:22.3,28.336,2.85,31.92,4.45,28.72,78.82,17.17,-6.96
50:22.3,28.347,2.92,31.96,4.38,28.39,78.52,17.16,-7.06
50:22.3,28.356,2.92,31.96,4.38,28.39,78.52,17.16,-7.06
50:22.3,28.366,2.89,32.09,4.43,28.29,78.59,17.15,-7.08
50:22.3,28.379,3.08,32.32,4.46,28.19,78.93,17.04,-7.17
50:22.3,28.388,3.08,32.32,4.46,28.19,78.93,17.04,-7.17
50:22.3,28.397,3.17,32.56,4.43,28,79.05,17,-7.26
50:22.3,28.407,3.17,32.56,4.43,28,79.05,17,-7.26
50:22.3,28.417,3.23,32.95,4.28,27.61,78.96,17.05,-7.44
50:22.4,28.427,3.37,33.39,4.23,27.43,79.3,17.02,-7.58
50:22.4,28.438,3.37,33.39,4.23,27.43,79.3,17.02,-7.58
50:22.4,28.448,3.4,33.66,4.19,27.29,79.43,17.04,-7.66
50:22.4,28.458,3.36,33.85,4.11,27.25,79.46,17.11,-7.71
50:22.4,28.467,3.36,33.85,4.11,27.25,79.46,17.11,-7.71
50:22.4,28.478,3.44,33.96,4.11,26.93,79.33,17.06,-7.8
50:22.4,28.488,3.44,33.96,4.11,26.93,79.33,17.06,-7.8
50:22.4,28.499,3.37,34.11,3.98,26.78,79.13,17.16,-7.86
50:22.4,28.508,3.44,34.27,3.96,26.73,79.27,17.14,-7.91
50:22.4,28.518,3.44,34.27,3.96,26.73,79.27,17.14,-7.91
50:22.5,28.529,3.46,34.45,3.91,26.56,79.26,17.16,-7.99
50:22.5,28.538,3.45,34.57,3.84,26.39,79.13,17.2,-8.05
50:22.5,28.547,3.45,34.57,3.84,26.39,79.13,17.2,-8.05
50:22.5,28.566,3.42,34.73,3.83,26.32,79.18,17.23,-8.09
50:22.5,28.577,3.42,34.73,3.83,26.32,79.18,17.23,-8.09
50:22.5,28.587,3.36,34.87,3.75,26.39,79.25,17.32,-8.1
50:22.5,28.597,3.27,34.93,3.69,26.64,79.41,17.42,-8.06
50:22.5,28.605,3.27,34.93,3.69,26.64,79.41,17.42,-8.06
50:22.5,28.615,3.06,34.8,3.75,27.16,79.65,17.53,-7.89
50:22.5,28.624,2.67,34.67,3.61,27.49,79.32,17.83,-7.78
50:22.6,28.632,2.67,34.67,3.61,27.49,79.32,17.83,-7.78
50:22.6,28.643,2.51,34.7,3.52,27.73,79.34,17.99,-7.73
50:22.6,28.651,2.39,34.7,3.43,27.73,79.13,18.11,-7.72
50:22.6,28.66,2.39,34.8,3.43,27.73,79.23,18.12,-7.74
50:22.6,28.67,2.24,35.01,3.27,27.46,78.85,18.29,-7.83
50:22.6,28.68,2.24,35.01,3.27,27.46,78.85,18.29,-7.83
50:22.6,28.69,2.23,35.16,3.12,26.96,78.36,18.35,-7.98
50:22.6,28.7,2.35,35.31,3.14,26.85,78.55,18.28,-8.04
50:22.6,28.713,2.35,35.31,3.14,26.85,78.55,18.28,-8.04
50:22.6,28.721,2.56,35.6,3.22,26.61,78.87,18.12,-8.15
50:22.7,28.732,2.56,35.6,3.22,26.61,78.87,18.12,-8.15
50:22.7,28.742,2.68,35.83,3.28,26.35,79.02,18.02,-8.25
50:22.7,28.752,2.82,35.94,3.34,26.18,79.16,17.9,-8.31
50:22.7,28.762,2.82,35.94,3.34,26.18,79.16,17.9,-8.31
50:22.7,28.771,3.03,36.14,3.38,25.81,79.24,17.75,-8.43
50:22.7,28.781,3.23,36.16,3.39,25.54,79.21,17.62,-8.52
50:22.7,28.791,3.23,36.16,3.39,25.54,79.21,17.62,-8.52
50:22.7,28.802,3.39,36.15,3.53,25.56,79.51,17.46,-8.51
50:22.7,28.811,3.39,36.15,3.53,25.56,79.51,17.46,-8.51
50:22.8,28.83,3.51,36.01,3.64,25.66,79.69,17.33,-8.46
50:22.8,28.84,3.59,36.01,3.71,25.69,79.87,17.25,-8.46
50:22.8,28.842,3.59,36.01,3.71,25.69,79.87,17.25,-8.46
50:22.8,28.851,3.69,36.06,3.68,25.53,79.85,17.2,-8.52
50:22.8,28.861,3.71,36.04,3.6,25.33,79.57,17.22,-8.57
50:22.8,28.877,3.71,36.04,3.6,25.33,79.57,17.22,-8.57
50:22.8,28.883,3.68,35.83,3.57,25.14,79.11,17.22,-8.58
50:22.8,28.893,3.68,35.83,3.57,25.14,79.11,17.22,-8.58
50:22.8,28.902,3.54,35.63,3.49,25.07,78.6,17.33,-8.56
50:22.8,28.912,3.48,35.42,3.52,25.15,78.46,17.34,-8.5
50:22.8,28.922,3.48,35.42,3.52,25.15,78.46,17.34,-8.5
50:22.9,28.941,3.36,35.26,3.53,25.48,78.52,17.41,-8.39
50:22.9,28.952,3.31,35.26,3.61,25.85,78.91,17.42,-8.29
50:22.9,28.953,3.31,35.26,3.61,25.85,78.91,17.42,-8.29
50:22.9,28.972,3.31,35.34,3.67,26.22,79.43,17.41,-8.22
50:22.9,28.98,3.31,35.34,3.67,26.22,79.43,17.41,-8.22
50:22.9,28.989,3.1,35.42,3.54,26.75,79.68,17.64,-8.12
50:22.9,28.995,2.85,35.38,3.54,27.41,80.06,17.81,-7.95
50:22.9,29.004,2.85,35.38,3.54,27.41,80.06,17.81,-7.95
50:22.9,29.016,2.59,35.24,3.48,27.82,80.02,18,-7.82
50:22.9,29.025,2.29,35.07,3.3,28.14,79.68,18.28,-7.71
50:23.0,29.036,2.29,35.07,3.3,28.14,79.68,18.28,-7.71
50:23.0,29.045,1.98,34.86,3.27,28.3,79.29,18.46,-7.61
50:23.0,29.056,1.79,34.68,3.24,28.44,79.03,18.59,-7.53
50:23.0,29.066,1.79,34.68,3.24,28.44,79.03,18.59,-7.53
50:23.0,29.081,1.64,34.54,3.14,28.22,78.43,18.71,-7.54
50:23.0,29.086,1.64,34.54,3.14,28.22,78.43,18.71,-7.54
50:23.0,29.097,1.75,34.71,3.09,27.95,78.39,18.67,-7.64
50:23.0,29.107,1.91,35.01,3.21,27.81,78.82,18.53,-7.72
50:23.0,29.124,1.91,35.01,3.21,27.81,78.82,18.53,-7.72
50:23.1,29.127,2.02,35.25,3.22,27.51,78.88,18.45,-7.84
50:23.1,29.136,2.23,35.54,3.1,27.04,78.8,18.39,-8.03
50:23.1,29.146,2.23,35.54,3.1,27.04,78.8,18.39,-8.03
50:23.1,29.157,2.45,35.91,3.14,26.69,79.07,18.24,-8.18
50:23.1,29.167,2.45,35.91,3.14,26.69,79.07,18.24,-8.18
50:23.1,29.182,2.55,36.37,3.13,26.38,79.31,18.2,-8.33
50:23.1,29.188,2.65,36.63,3.03,26.18,79.38,18.2,-8.44
50:23.1,29.198,2.65,36.63,3.03,26.18,79.38,18.2,-8.44
50:23.1,29.208,2.62,36.68,3.03,25.89,79.1,18.2,-8.51
50:23.1,29.217,2.72,36.48,3.09,25.82,79,18.1,-8.49
50:23.2,29.231,2.72,36.48,3.09,25.82,79,18.1,-8.49
50:23.2,29.24,2.76,36.27,3.14,25.83,78.89,18.04,-8.46
50:23.2,29.249,2.76,36.27,3.14,25.83,78.89,18.04,-8.46
50:23.2,29.258,2.71,36.01,3.22,26.02,78.84,18.02,-8.36
50:23.2,29.273,2.77,35.81,3.38,26.3,79.14,17.91,-8.25
50:23.2,29.279,2.77,35.81,3.38,26.3,79.14,17.91,-8.25
50:23.2,29.298,2.77,35.77,3.42,26.47,79.31,17.89,-8.2
50:23.2,29.306,2.81,35.74,3.37,26.48,79.28,17.9,-8.21
50:23.2,29.315,2.81,35.74,3.37,26.48,79.28,17.9,-8.21
50:23.2,29.325,2.84,35.74,3.41,26.52,79.39,17.86,-8.2
50:23.3,29.334,2.84,35.74,3.46,26.52,79.44,17.83,-8.19
50:23.3,29.343,2.76,35.54,3.46,26.65,79.29,17.87,-8.12
50:23.3,29.352,2.66,35.57,3.36,26.78,79.26,17.99,-8.1
50:23.3,29.363,2.66,35.57,3.36,26.78,79.26,17.99,-8.1
50:23.3,29.373,2.64,35.53,3.35,26.85,79.26,18.01,-8.08
50:23.3,29.381,2.55,35.66,3.32,27.09,79.5,18.1,-8.05
50:23.3,29.39,2.55,35.66,3.32,27.09,79.5,18.1,-8.05
50:23.3,29.405,2.36,35.66,3.28,27.38,79.56,18.24,-7.97
50:23.3,29.411,2.29,35.68,3.23,27.72,79.8,18.33,-7.9
50:23.3,29.421,2.29,35.68,3.23,27.72,79.8,18.33,-7.9
50:23.4,29.431,2.13,35.62,3.17,27.89,79.7,18.45,-7.85
50:23.4,29.442,2.13,35.62,3.17,27.89,79.7,18.45,-7.85
50:23.4,29.452,1.87,35.49,3.11,27.97,79.33,18.63,-7.78
50:23.4,29.47,1.81,35.51,3.08,28.03,79.32,18.69,-7.77
50:23.4,29.481,1.81,35.51,3.08,28.03,79.32,18.69,-7.77
50:23.4,29.49,1.68,35.43,3.05,28.09,79.14,18.77,-7.73
50:23.4,29.498,1.55,35.36,2.96,28.31,79.07,18.91,-7.67
50:23.4,29.502,1.55,35.36,2.96,28.31,79.07,18.91,-7.67
50:23.4,29.513,1.52,35.29,2.98,28.33,79.01,18.91,-7.65
50:23.4,29.524,1.52,35.29,2.98,28.33,79.01,18.91,-7.65
50:23.5,29.534,1.48,35.35,2.94,28.48,79.14,18.96,-7.63
50:23.5,29.547,1.43,35.37,2.98,28.55,79.23,18.97,-7.61
50:23.5,29.555,1.43,35.37,2.98,28.55,79.23,18.97,-7.61
50:23.5,29.564,1.4,35.32,3.03,28.67,79.31,18.97,-7.56
50:23.5,29.574,1.42,35.3,2.97,28.77,79.36,18.99,-7.55
50:23.5,29.584,1.42,35.3,2.97,28.77,79.36,18.99,-7.55
50:23.5,29.594,1.46,35.27,2.98,28.72,79.33,18.96,-7.56
50:23.5,29.604,1.46,35.27,2.98,28.72,79.33,18.96,-7.56
50:23.5,29.62,1.37,35.19,2.92,28.6,78.96,19.04,-7.57
50:23.5,29.625,1.38,34.96,2.98,28.44,78.64,18.99,-7.55
50:23.6,29.636,1.38,34.96,2.98,28.44,78.64,18.99,-7.55
50:23.6,29.645,1.41,34.79,3.03,28.39,78.5,18.93,-7.53
50:23.6,29.656,1.39,34.68,3.07,28.5,78.53,18.92,-7.48
50:23.6,29.665,1.39,34.68,3.07,28.5,78.53,18.92,-7.48
50:23.6,29.676,1.52,34.59,3.12,28.72,78.85,18.82,-7.44
50:23.6,29.693,1.5,34.54,3.2,28.82,78.95,18.79,-7.39
50:23.6,29.702,1.5,34.54,3.2,28.82,78.95,18.79,-7.39
50:23.6,29.71,1.56,34.47,3.36,29.14,79.41,18.67,-7.3
50:23.6,29.72,1.56,34.47,3.36,29.14,79.41,18.67,-7.3
50:23.7,29.729,1.59,34.41,3.4,29.46,79.75,18.65,-7.23
50:23.7,29.737,1.51,34.27,3.42,29.55,79.63,18.68,-7.17
50:23.7,29.746,1.51,34.27,3.42,29.55,79.63,18.68,-7.17
50:23.7,29.756,1.5,34.11,3.47,29.59,79.55,18.65,-7.13
50:23.7,29.768,1.46,34,3.48,29.52,79.35,18.66,-7.11
50:23.7,29.778,1.46,34,3.48,29.52,79.35,18.66,-7.11
50:23.7,29.788,1.52,33.93,3.51,29.4,79.25,18.6,-7.13
50:23.7,29.799,1.52,33.93,3.51,29.4,79.25,18.6,-7.13
50:23.7,29.808,1.58,33.91,3.55,29.3,79.22,18.54,-7.15
50:23.7,29.818,1.81,34.05,3.66,28.88,79.28,18.33,-7.26
50:23.8,29.828,1.81,34.05,3.66,28.88,79.28,18.33,-7.26
50:23.8,29.838,2.07,34.41,3.66,28.62,79.65,18.19,-7.42
50:23.8,29.848,2.07,34.41,3.66,28.62,79.65,18.19,-7.42
50:23.8,29.858,2.35,34.58,3.79,28.38,79.98,17.96,-7.51
50:23.8,29.868,2.55,34.69,3.89,27.89,79.9,17.77,-7.63
50:23.8,29.878,2.55,34.69,3.89,27.89,79.9,17.77,-7.63
50:23.8,29.893,2.71,34.6,3.73,27.52,79.44,17.74,-7.74
50:23.8,29.903,2.81,34.58,3.81,27.18,79.27,17.62,-7.81
50:23.8,29.908,2.81,34.58,3.81,27.18,79.27,17.62,-7.81
50:23.8,29.918,2.89,34.65,3.75,27.04,79.21,17.61,-7.87
50:23.9,29.933,2.75,34.57,3.61,26.88,78.7,17.75,-7.89
50:23.9,29.94,2.75,34.57,3.61,26.88,78.7,17.75,-7.89
50:23.9,29.954,2.65,34.39,3.64,27,78.56,17.78,-7.82
50:23.9,29.963,2.65,34.39,3.64,27,78.56,17.78,-7.82
50:23.9,29.972,2.52,34.19,3.54,27.28,78.4,17.92,-7.73
50:23.9,29.98,2.29,33.96,3.61,27.65,78.4,18.02,-7.57
50:23.9,29.99,2.29,33.96,3.61,27.65,78.4,18.02,-7.57
50:23.9,30,2.17,33.91,3.65,27.89,78.51,18.07,-7.49
50:23.9,30.01,2.11,33.86,3.69,28.23,78.77,18.1,-7.4
50:23.9,30.02,2.11,33.86,3.69,28.23,78.77,18.1,-7.4
50:24.0,30.039,2.13,33.92,3.71,28.55,79.2,18.1,-7.35
50:24.0,30.05,2.13,33.92,3.71,28.55,79.2,18.1,-7.35
50:24.0,30.052,2.07,33.93,3.8,28.95,79.64,18.1,-7.25
50:24.0,30.063,2.01,33.92,3.83,29.31,79.95,18.14,-7.17
50:24.0,30.075,2.01,33.92,3.83,29.31,79.95,18.14,-7.17
50:24.0,30.085,1.99,33.8,3.86,29.61,80.15,18.14,-7.08
50:24.0,30.094,1.83,33.64,3.92,29.9,80.17,18.2,-6.97
50:24.0,30.105,1.83,33.64,3.92,29.9,80.17,18.2,-6.97
50:24.0,30.113,1.69,33.38,3.89,30.01,79.85,18.29,-6.89
50:24.1,30.131,1.69,33.38,3.89,30.01,79.85,18.29,-6.89
50:24.1,30.133,1.52,33.15,3.79,30.16,79.5,18.44,-6.81
50:24.1,30.143,1.47,33.05,3.8,30.22,79.43,18.46,-6.77
50:24.1,30.153,1.47,33.05,3.8,30.22,79.43,18.46,-6.77
50:24.1,30.166,1.31,32.81,3.7,30.24,78.95,18.6,-6.71
50:24.1,30.173,1.22,32.66,3.7,30.25,78.71,18.64,-6.67
50:24.1,30.185,1.22,32.66,3.7,30.25,78.71,18.64,-6.67
50:24.1,30.193,1.24,32.54,3.73,30.29,78.68,18.61,-6.64
50:24.1,30.204,1.24,32.54,3.73,30.29,78.68,18.61,-6.64
50:24.1,30.214,1.22,32.37,3.83,30.32,78.62,18.56,-6.58
50:24.1,30.224,1.33,32.43,3.89,30.25,78.78,18.46,-6.61
50:24.2,30.234,1.33,32.43,3.89,30.25,78.78,18.46,-6.61
50:24.2,30.244,1.56,32.63,3.96,30.07,79.1,18.29,-6.71
50:24.2,30.255,1.85,33.02,4.1,29.85,79.7,18.06,-6.84
50:24.2,30.268,1.85,33.02,4.1,29.85,79.7,18.06,-6.84
50:24.2,30.274,2.07,33.26,4.16,29.57,79.95,17.9,-6.96
50:24.2,30.285,2.07,33.26,4.16,29.57,79.95,17.9,-6.96
50:24.2,30.294,2.26,33.12,4.25,29.38,79.9,17.73,-6.99
50:24.2,30.309,2.41,32.57,4.47,29.42,79.75,17.49,-6.87
50:24.2,30.315,2.41,32.57,4.47,29.42,79.75,17.49,-6.87
50:24.2,30.325,2.54,32.09,4.67,29.7,79.89,17.3,-6.73
50:24.3,30.336,2.57,31.98,4.87,29.85,80.16,17.17,-6.65
50:24.3,30.346,2.57,31.98,4.87,29.85,80.16,17.17,-6.65
50:24.3,30.355,2.86,32.2,4.85,29.57,80.37,17.03,-6.79
50:24.3,30.365,2.86,32.2,4.85,29.57,80.37,17.03,-6.79
50:24.3,30.376,2.88,32.32,4.76,29.16,80,17.04,-6.9
50:24.3,30.384,2.96,32.39,4.56,28.63,79.43,17.08,-7.06
50:24.3,30.395,2.96,32.39,4.56,28.63,79.43,17.08,-7.06
50:24.3,30.406,2.92,32.26,4.47,28.23,78.76,17.12,-7.12
50:24.3,30.415,2.8,31.93,4.43,27.97,78.01,17.16,-7.1
50:24.4,30.425,2.8,31.93,4.43,27.97,78.01,17.16,-7.1
50:24.4,30.436,2.67,31.61,4.37,27.96,77.5,17.25,-7.03
50:24.4,30.453,2.67,31.61,4.37,27.96,77.5,17.25,-7.03
50:24.4,30.463,2.56,31.3,4.43,28.3,77.48,17.28,-6.89
50:24.4,30.473,2.43,31.16,4.61,28.93,78.01,17.28,-6.69
50:24.4,30.48,2.43,31.16,4.61,28.93,78.01,17.28,-6.69
50:24.4,30.487,2.41,31.24,4.61,29.42,78.57,17.33,-6.61
50:24.4,30.497,2.39,31.4,4.68,29.85,79.21,17.34,-6.55
50:24.4,30.509,2.39,31.4,4.68,29.85,79.21,17.34,-6.55
50:24.4,30.517,2.39,31.5,4.63,30.15,79.55,17.39,-6.53
50:24.5,30.527,2.39,31.5,4.63,30.15,79.55,17.39,-6.53
50:24.5,30.536,2.23,31.45,4.66,30.35,79.58,17.47,-6.45
50:24.5,30.551,2.05,31.29,4.61,30.97,79.81,17.63,-6.29
50:24.5,30.558,2.05,31.29,4.61,30.97,79.81,17.63,-6.29
50:24.5,30.568,1.8,31.02,4.55,31.5,79.75,17.82,-6.12
50:24.5,30.58,1.5,30.79,4.38,31.87,79.42,18.08,-5.99
50:24.5,30.59,1.5,30.79,4.38,31.87,79.42,18.08,-5.99
50:24.5,30.6,1.29,30.88,4.31,32.09,79.45,18.26,-5.94
50:24.5,30.611,1,30.88,4.29,32.58,79.63,18.45,-5.81
50:24.5,30.621,1,30.81,4.29,32.58,79.56,18.45,-5.8
50:24.6,30.629,0.88,30.74,4.27,32.94,79.72,18.54,-5.71
50:24.6,30.639,0.88,30.74,4.27,32.94,79.72,18.54,-5.71
50:24.6,30.653,0.79,30.62,4.29,33.16,79.74,18.59,-5.63
50:24.6,30.66,0.7,30.45,4.26,33.07,79.37,18.65,-5.6
50:24.6,30.669,0.7,30.45,4.26,33.07,79.37,18.65,-5.6
50:24.6,30.682,0.64,30.41,4.2,32.89,79.03,18.71,-5.62
50:24.6,30.689,0.64,30.41,4.2,32.89,79.03,18.71,-5.62
50:24.6,30.7,0.7,30.58,4.12,32.52,78.8,18.71,-5.73
50:24.6,30.713,0.77,30.87,4.02,31.97,78.51,18.72,-5.91
50:24.6,30.718,0.77,30.87,4.02,31.97,78.51,18.72,-5.91
50:24.7,30.735,0.93,31.31,3.86,31.32,78.31,18.7,-6.16
50:24.7,30.745,1.02,31.69,3.84,30.77,78.2,18.66,-6.34
50:24.7,30.753,1.02,31.69,3.84,30.77,78.2,18.66,-6.34
50:24.7,30.763,1.23,31.93,3.84,30.46,78.34,18.53,-6.48
50:24.7,30.773,1.23,31.93,3.84,30.46,78.34,18.53,-6.48
50:24.7,30.782,1.33,32.1,3.97,30.55,78.83,18.41,-6.49
50:24.7,30.79,1.42,32.11,4.02,30.7,79.14,18.34,-6.47
50:24.7,30.81,1.42,32.11,4.02,30.7,79.14,18.34,-6.47
50:24.7,30.811,1.57,32.23,4.17,30.95,79.8,18.19,-6.45
50:24.7,30.821,1.64,32.38,4.25,31.07,80.23,18.12,-6.46
50:24.8,30.831,1.64,32.38,4.25,31.07,80.23,18.12,-6.46
50:24.8,30.85,1.67,32.49,4.29,30.92,80.25,18.08,-6.5
50:24.8,30.851,1.75,32.51,4.15,30.77,80.06,18.11,-6.57
50:24.8,30.862,1.75,32.51,4.15,30.77,80.06,18.11,-6.57
50:24.8,30.872,1.69,32.41,4.12,30.59,79.69,18.14,-6.58
50:24.8,30.883,1.69,32.41,4.12,30.59,79.69,18.14,-6.58
50:24.8,30.892,1.6,32.26,4.13,30.53,79.41,18.18,-6.54
50:24.8,30.902,1.46,32.13,4.05,30.6,79.13,18.3,-6.5
50:24.8,30.912,1.46,32.13,4.05,30.6,79.13,18.3,-6.5
50:24.8,30.922,1.54,32.11,4.11,30.51,79.16,18.21,-6.51
50:24.9,30.933,1.49,32.22,4.02,30.48,79.1,18.29,-6.54
50:24.9,30.943,1.49,32.22,4.02,30.48,79.1,18.29,-6.54
50:24.9,30.952,1.57,32.4,4.03,30.51,79.4,18.25,-6.58
50:24.9,30.962,1.57,32.4,4.03,30.51,79.4,18.25,-6.58
50:24.9,30.972,1.57,32.53,3.96,30.39,79.34,18.29,-6.64
50:24.9,30.986,1.49,32.62,3.92,30.35,79.27,18.36,-6.65
50:24.9,30.995,1.49,32.62,3.92,30.35,79.27,18.36,-6.65
50:24.9,31.004,1.42,32.76,3.88,30.33,79.28,18.43,-6.68
50:24.9,31.014,1.39,32.88,3.8,30.39,79.34,18.51,-6.7
50:25.0,31.027,1.39,32.88,3.8,30.39,79.34,18.51,-6.7
50:25.0,31.034,1.37,33.05,3.74,30.26,79.3,18.56,-6.75
50:25.0,31.046,1.37,33.05,3.74,30.26,79.3,18.56,-6.75
50:25.0,31.056,1.29,33.12,3.55,30.2,79.04,18.71,-6.8
50:25.0,31.066,1.28,33.17,3.57,30.19,79.09,18.71,-6.8
50:25.0,31.075,1.28,33.17,3.57,30.19,79.09,18.71,-6.8
50:25.0,31.087,1.27,33.11,3.54,30.14,78.94,18.72,-6.81
50:25.0,31.1,1.22,33.18,3.59,30.22,79.09,18.73,-6.78
50:25.0,31.106,1.22,33.18,3.59,30.22,79.09,18.73,-6.78
50:25.0,31.115,1.25,33.23,3.56,30.17,79.08,18.73,-6.81
50:25.1,31.134,1.25,33.23,3.56,30.17,79.08,18.73,-6.81
50:25.1,31.145,1.28,33.27,3.53,30.13,79.08,18.73,-6.84
50:25.1,31.153,1.29,33.4,3.51,30.04,79.11,18.74,-6.88
50:25.1,31.163,1.29,33.4,3.51,30.04,79.11,18.74,-6.88
50:25.1,31.173,1.31,33.59,3.48,29.85,79.1,18.74,-6.96
50:25.1,31.183,1.36,33.59,3.49,29.71,79.02,18.7,-6.99
50:25.1,31.193,1.36,33.59,3.49,29.71,79.02,18.7,-6.99
50:25.1,31.202,1.45,33.58,3.45,29.71,79.07,18.67,-7.01
50:25.1,31.211,1.4,33.58,3.49,29.65,78.99,18.68,-7
50:25.1,31.217,1.4,33.58,3.49,29.65,78.99,18.68,-7
50:25.2,31.227,1.36,33.43,3.54,29.78,78.98,18.67,-6.94
50:25.2,31.238,1.36,33.43,3.54,29.78,78.98,18.67,-6.94
50:25.2,31.248,1.32,33.42,3.51,29.8,78.92,18.71,-6.93
50:25.2,31.258,1.31,33.37,3.52,29.93,79,18.71,-6.9
50:25.2,31.272,1.31,33.37,3.52,29.93,79,18.71,-6.9
50:25.2,31.282,1.32,33.34,3.56,30.04,79.13,18.69,-6.87
50:25.2,31.291,1.29,33.28,3.57,30.22,79.24,18.71,-6.82
50:25.2,31.301,1.29,33.28,3.57,30.22,79.24,18.71,-6.82
50:25.2,31.31,1.23,33.17,3.58,30.36,79.22,18.73,-6.76
50:25.2,31.319,1.23,33.17,3.58,30.36,79.22,18.73,-6.76
50:25.3,31.329,1.22,33.08,3.65,30.47,79.3,18.7,-6.71
50:25.3,31.342,1.25,32.96,3.7,30.56,79.35,18.65,-6.67
